,aor,abstract,acid,acid jazz,acoustic,african,afro-cuban,afro-cuban jazz,afrobeat,alternative rock,ambient,arena rock,art rock,avant-garde jazz,avantgarde,ballad,baroque,bass music,beat,big band,big beat,black metal,bluegrass,blues rock,bolero,boom bap,bop,bossa nova,bossanova,brass band,breakbeat,breakcore,breaks,brit pop,broken beat,cajun,celtic,chanson,chicago blues,classic rock,classical,comedy,conscious,contemporary,contemporary jazz,contemporary r&b,cool jazz,country,country blues,country rock,crunk,dance-pop,dancehall,dark ambient,darkwave,death metal,deep house,delta blues,disco,dixieland,doom metal,downtempo,drone,drum n bass,dub,dub techno,dubstep,ebm,early,easy listening,electric blues,electro,electro house,emo,ethereal,euro house,eurodance,europop,experimental,field recording,flamenco,folk,folk metal,folk rock,free improvisation,free jazz,freestyle,funk,funk metal,fusion,future jazz,g-funk,gabber,gangsta,garage rock,glam,glitch,goa trance,gospel,goth rock,gothic metal,grime,grindcore,grunge,gypsy jazz,happy hardcore,hard bop,hard house,hard rock,hard trance,hardcore,hardcore hip-hop,hardstyle,heavy metal,hip hop,honky tonk,horrorcore,house,idm,impressionist,indian classical,indie pop,indie rock,industrial,instrumental,italo-disco,italodance,jazz-funk,jazz-rock,jazzy hip-hop,jungle,klezmer,krautrock,latin,latin jazz,leftfield,lo-fi,lounge,mpb,math rock,medieval,melodic death metal,melodic hardcore,metalcore,minimal,mod,modern,modern classical,modern electric blues,musical,musique concrte,neo soul,neo-classical,neo-romantic,neofolk,new age,new wave,noise,nordic,novelty,nu metal,oi,opera,pacific,parody,poetry,pop punk,pop rap,pop rock,post bop,post rock,post-hardcore,post-modern,post-punk,power metal,power pop,prog rock,progressive house,progressive metal,progressive trance,psy-trance,psychedelic rock,psychobilly,punk,ragga hiphop,ragtime,reggae,reggae-pop,religious,renaissance,rhythm & blues,rhythmic noise,rnb/swing,rock & roll,rockabilly,rocksteady,romani,romantic,roots reggae,rumba,salsa,samba,schlager,score,screw,shoegaze,ska,sludge metal,smooth jazz,soft rock,son,soul,soul-jazz,soundtrack,southern rock,space rock,speed metal,spoken word,stoner rock,surf,swing,symphonic rock,synth-pop,tango,tech house,tech trance,techno,theme,thrash,thug rap,trance,tribal,trip hop,viking metal,vocal,genre:blues,genre:brass & military,genre:children's,genre:classical,genre:electronic,"genre:folk, world, & country",genre:funk / soul,genre:hip hop,genre:jazz,genre:latin,genre:non-music,genre:pop,genre:reggae,genre:rock,genre:stage & screen
aor,1.0,0.00768670210058,0.000951612306684,0.00993915006297,0.0655441072701,0.00482039974782,0.00223643408857,0.00327518766938,0.00281029545555,0.11420501715,0.00612932489634,0.87071238003,0.10788630516,0.00301168279677,0.0474563240603,0.113112548965,0.000216912531707,0.000345588020849,0.0149547398544,0.00134059818453,0.00846452564526,0.0019673474142,0.00213027646991,0.116857869449,0.00119918643526,0.000382606885905,0.000899597389044,0.012168899755,0.00997982739809,0.00120654905186,0.00443095031932,0.00059517445429,0.00173352054246,0.0866408209543,0.00528547331001,0.0054521296494,0.00772205477641,0.0611848764478,0.00927218403471,0.320065727539,0.000574449437125,0.00229097561108,0.000764536991677,0.00132187142858,0.00372722145066,0.00772625302437,0.0024303465963,0.0366779936904,0.0126690359846,0.0680942601707,0.000354729331987,0.0143985910081,0.00141378885415,0.00166804450654,0.0198727533693,0.00187658769307,0.00130625911909,0.0112856285433,0.0157282718314,0.000950538519168,0.014141028876,0.0150162358602,0.00230571812512,0.00120251747754,0.00252708371704,0.000489473719361,0.000631804861494,0.00201483500614,0.000841998942429,0.022599455357,0.0312889586028,0.0111822580396,0.000877595089589,0.0250769935834,0.0234791058614,0.00516419839943,0.00410850105807,0.0611048763823,0.0199867172356,0.00156934975952,0.00361146919581,0.0329841292274,0.0296068953009,0.086033446017,0.00203141844542,0.00159319065813,0.00325997129628,0.0245474308652,0.0511740490951,0.0179499244987,0.010946258998,0.000650409547467,0.000162123125349,0.000498134994437,0.0314498409488,0.307181041702,0.0022751338987,0.000160963602921,0.0445601309209,0.0666867493564,0.047382104914,0.000763231200006,0.000691965458113,0.0458808866671,0.0012838692428,0.000176669096725,0.000523271293989,0.000165573816478,0.503577947362,0.000199184252369,0.00604811829058,0.000672438680542,0.000108584134289,0.173055740775,0.0051433753372,0.00731753215065,0.000551314419613,0.00429923091998,0.00443478451265,0.000731454788279,0.00180360666342,0.0700120573281,0.0632431285992,0.00768029714971,0.0028118184434,0.00378557321448,0.00109423156822,0.0132533865197,0.029948556863,0.00204989913949,0.000689455801024,0.00193416445975,0.0216314551816,0.016130106256,0.00425380599831,0.0140404872021,0.0303152164275,0.0428842077123,0.029128864405,0.0109290187183,0.00121904660523,0.0024767102496,0.0073901390561,0.00325965456593,0.00277947082,0.0286219257917,0.000656018347996,0.01267043065,0.0391809290348,0.00720397288555,0.00198848044676,0.00965749274736,0.0110944053547,0.00140464902353,0.0332897267251,0.010186831286,0.0659487888496,0.00563690906931,0.00173282882742,0.0380431914245,0.0170018079861,0.00609484628487,0.000346663668518,0.00391671457699,0.0658548302485,0.00948760891098,0.0299915294119,0.00534336542371,0.261108668317,0.000731596325151,0.0153834884671,0.0129564193897,0.00113513993247,0.03548409567,0.0896309262086,0.0921765721257,0.168491480934,0.000557200814076,0.102527932222,0.000282815217579,0.000232067584966,0.0464745787597,0.00765501751724,0.0227983616756,0.00392116218464,0.00134480885865,0.00502737154131,0.019548700346,0.0572660279221,0.000253064255678,0.043921256845,0.000439311033175,0.00823385209973,0.0888132968066,0.00688475720782,0.0032533563922,0.00285998236733,0.000355324066349,0.00144333807144,0.00505761450119,0.000720423999389,0.00266216979494,0.0217886166901,0.00489718672669,0.000261152340735,0.0109446357875,0.00970600487091,0.00234303840089,0.0123031389403,0.218631334186,0.000472134263594,0.0333307569976,0.0199711059767,0.0143474718582,0.18594733211,0.0307869400589,0.036257659939,0.0100663934015,0.0168123012734,0.00328347646182,0.00406788251781,0.122959117879,0.0332698220074,0.00129352536416,0.000604013759698,0.000119403915638,0.000795941814858,0.0260136098104,0.0109259958086,0.000577043043706,0.000247462495085,0.00742987237475,0.0180223059153,0.0054819219083,0.0743194778273,0.0447701759437,0.001554622083,0.0135558493796,0.0013005805457,0.0103794470828,0.0475978626472,0.0568073693197,0.00111310915389,0.00601810191177,0.0292837746956,0.0076899675613,0.175002553012,0.0104868014983,0.162424033791,0.0180142275083
abstract,0.00768670210058,1.0,0.179351650399,0.156080241686,0.0689421174856,0.0179622512139,0.0132199400357,0.0261446420503,0.0308185874136,0.0887667918616,0.530367860487,0.0120364874345,0.231831010293,0.147253729086,0.493428570934,0.0349937918296,0.00393030913913,0.0332549988122,0.0119705170856,0.0114232522534,0.293845083079,0.0327877321272,0.00200471014032,0.0302986379987,0.00583256247985,0.0507939820169,0.0156650476087,0.038745995049,0.0355620897019,0.00989237356187,0.33004237031,0.149190386743,0.160165023924,0.0573417172844,0.327863631194,0.00360093796861,0.0130748164768,0.0359756524858,0.00589151997184,0.03726500274,0.00984587100326,0.0192080752136,0.0812540348176,0.0590053994975,0.0785571247228,0.0166915412803,0.0285750294776,0.00699723998408,0.01439745958,0.0170139523143,0.023307496947,0.0835939905059,0.0147762230966,0.348312984079,0.181986063828,0.0107331425817,0.106809615677,0.0167535955464,0.0518049486384,0.00427321514727,0.0436793891537,0.440959919519,0.539953074581,0.0853672565578,0.114681155689,0.145640736749,0.105574020749,0.0548468049056,0.00760180168223,0.0625152210582,0.0163812358946,0.281031938674,0.031104526296,0.0233600156351,0.192363021394,0.0220046273769,0.00994302751924,0.0280239923188,0.853625752397,0.230551735106,0.00815060533779,0.0437231371689,0.0248759251006,0.0656939381562,0.229656679082,0.105478765049,0.0389486488461,0.0538263778715,0.0525464915047,0.0686060233771,0.440653169622,0.0206742880574,0.0139776622343,0.0284728836195,0.0361380165546,0.0282981884955,0.660660835471,0.0158618565583,0.0124520984774,0.0844346712704,0.0268864536986,0.0933402764651,0.0130289826105,0.0330692147166,0.00927230542827,0.00612484274381,0.011345233394,0.0102112951694,0.0227797745965,0.0113161476272,0.0319542990806,0.0674839063699,0.00809719912456,0.017281328453,0.252511079163,0.00384432928925,0.0425838810256,0.0991883407218,0.679449253664,0.0143539661164,0.0249947019507,0.103413891378,0.0872163264165,0.213085180607,0.164753572482,0.0174964360319,0.0092317573643,0.0643665539063,0.0837773172203,0.101246692795,0.0817926538344,0.0124456827906,0.487849363446,0.125062883026,0.0285153260928,0.69309203092,0.175561277043,0.238379066797,0.0297602376543,0.0767224861021,0.00902313084098,0.0100245386982,0.0111267851298,0.0109362273071,0.422464098137,0.0193561825785,0.0177966836381,0.551588283823,0.0133428909195,0.00832351061809,0.593256034896,0.0324344800549,0.138526321141,0.0234829080684,0.19823510083,0.139204225185,0.119699148175,0.324987741494,0.0103549934388,0.0791473740969,0.0242224813933,0.00454278925247,0.00441096561364,0.0106683236873,0.095261362221,0.107285628493,0.0133391635557,0.0887142133703,0.0595163127831,0.0181591069955,0.196812942979,0.0340095824759,0.0782344543747,0.118626953415,0.00893036103343,0.024316291425,0.101205767948,0.0417775760478,0.032623457008,0.0195745099953,0.0275304331343,0.0786207999509,0.0100450074128,0.0187795162286,0.085475324385,0.00815111051464,0.0227710388089,0.0509233857163,0.0470951408783,0.00305268855696,0.0318904272672,0.115894313472,0.0262046029006,0.0429920945363,0.00634352961198,0.0120602190672,0.0104813279664,0.00564885415023,0.00643003934474,0.00761806295928,0.00282425952433,0.0072431183325,0.00397895681025,0.0783260803777,0.0124712837348,0.101342018059,0.0122508611611,0.0354067422719,0.0256189950007,0.0380505590334,0.00234162203556,0.0219266017058,0.0594849953331,0.197928009603,0.0184079376566,0.197093486215,0.011678232794,0.142414733558,0.0260576694228,0.0110122971725,0.015795519638,0.0478092768648,0.147172061409,0.00972957111207,0.100606364702,0.0155182037258,0.13592591803,0.130612866947,0.013064053716,0.0403685697007,0.0153453602587,0.306414016317,0.351867808649,0.018440261891,0.0385303361689,0.0208569422892,0.0137908965832,0.028113479175,0.0249488121037,0.313479451736,0.0502079129008,0.0561958255651,0.0855224693509,0.0631917792987,0.0489943596266,0.0959778513525,0.0748717273085,0.0434789572666,0.0903845056497,0.0998877069369
acid,0.000951612306684,0.179351650399,1.0,0.0681642260966,0.00412743164403,0.00332330554976,0.00456092950685,0.00528551617113,0.00806500678739,0.0086536209703,0.118855058056,0.00138823048644,0.0239465201276,0.00723693767046,0.0493501026572,0.00676258022653,0.000101364197614,0.0372873524865,0.00117000651937,0.00103090747891,0.239471771244,0.00259995562063,0.000141586262343,0.00237889371957,0.00179593627653,0.00468549889808,0.00127038436982,0.00502782620715,0.00724632581368,0.00189327883957,0.396635746415,0.124814696786,0.314657897631,0.00537141515105,0.217308583392,0.000518466870314,0.00112887781991,0.00568491116109,0.000468951004721,0.00334506712718,0.000472259432535,0.00136187970749,0.0083744918953,0.00263771025256,0.00411456287059,0.00674116510167,0.00303836370862,0.000546036913153,0.000922936390594,0.00102087370223,0.00675245481933,0.124201373148,0.00557937520869,0.0485859162089,0.0880750818955,0.00116104103905,0.260601400102,0.00137418043375,0.0617138421702,0.000843774640562,0.00226045909714,0.218294551017,0.0391344870715,0.0918213013616,0.0556882145058,0.218250641719,0.130225630786,0.124320807493,0.000284892103782,0.00678344311465,0.0011407638653,0.398917882138,0.105693588633,0.00159401348572,0.0171272936112,0.0965191432904,0.040650365092,0.0223577017429,0.154907351113,0.0148956289463,0.00110262631093,0.00363775928682,0.00291898391714,0.00454507707669,0.00995549558187,0.00499740171302,0.0553430500421,0.0178939659246,0.00904367403618,0.00803161572497,0.148402472604,0.00506759673231,0.0692519208391,0.00693644363831,0.00329912282035,0.00326693630722,0.196620835068,0.231708188861,0.00152864539878,0.0140505218468,0.00347036847223,0.037961891258,0.00169970905752,0.00239093244519,0.00103872971556,0.0578790570373,0.000897258652499,0.10169206568,0.00224439962335,0.138995927581,0.00785657183268,0.00881855849979,0.0358075116946,0.00186976552641,0.103419493126,0.000337222615297,0.00842698320514,0.31561367554,0.297808854316,0.000790180736294,0.00306170511992,0.0135936284586,0.00720304173812,0.161709974078,0.0406995550042,0.0456135180115,0.0722941050231,0.00930286548081,0.00798551840768,0.0132006631395,0.098465472221,0.00109855234502,0.109281874496,0.11310657546,0.00403677009973,0.240850022112,0.0130063387222,0.0454569424729,0.00384921939042,0.00640617947488,0.000592129833099,0.00129717498084,0.00159982817274,0.00193206477405,0.369975790954,0.00176627792883,0.000785750816482,0.0732403605171,0.00116283038107,0.000917571551989,0.0477588984568,0.00737947225683,0.012519352163,0.00112486641133,0.0178961632777,0.0259571415244,0.0436969612236,0.0324721680604,0.000510151519585,0.0136726531342,0.00420113106034,0.000514169554448,0.000253293591163,0.00122624870116,0.0215918968331,0.00905866564292,0.00147170499454,0.0267674270878,0.00815080548429,0.000954113313466,0.0118166880542,0.0038589421828,0.00354067165521,0.0139999374963,0.00109575558718,0.00214821916489,0.0114576683294,0.185662269957,0.00374557365883,0.102004876286,0.114826625615,0.00584126905336,0.0017411014228,0.00201504533902,0.036036782299,0.000774874477956,0.00720747916984,0.018243768,0.00372984306356,8.56411541085e-05,0.00618053197059,0.148175637109,0.0119489890681,0.00410639460021,0.000812340676586,0.00301093923741,0.00186743561898,0.000238670776009,0.00230445041208,0.00226451794991,0.00124127258298,0.00181506697182,0.00121692699572,0.00776454261432,0.00341164656053,0.00685431312424,0.00210106078375,0.00175155326062,0.00463494234969,0.00405352589971,0.000839375698524,0.00551711005461,0.00875732040834,0.0253514726284,0.0015084205875,0.0194076342773,0.00129563460905,0.0122928226378,0.00138184358248,0.000836201650086,0.00195966630663,0.00616282655686,0.143232933195,0.00110732792445,0.359856454756,0.120678304427,0.572826797985,0.0233271611277,0.00154005069127,0.00822420310099,0.0739603271733,0.142996102619,0.108180398459,0.0024375045354,0.00595442931422,0.00163383477742,0.00126855676361,0.00353220582663,0.00115421493712,0.385078423992,0.00447448449692,0.0140818924427,0.013814052227,0.00430430608443,0.0123126426454,0.0075498982757,0.014642317751,0.0150034740145,0.00840152460607,0.0110150454087
acid jazz,0.00993915006297,0.156080241686,0.0681642260966,1.0,0.043666052293,0.0676405527688,0.0525538371251,0.0948221827798,0.191631241486,0.0486391689566,0.0910993154665,0.0111069173666,0.12276577401,0.0501731560597,0.133296840106,0.0867347200121,0.00037726950821,0.0262558784165,0.0195586396318,0.0206592176925,0.360173650649,0.00111383500134,0.00221214546045,0.0537595241115,0.0173601210068,0.0349606087716,0.0171729341357,0.131321836221,0.125173665203,0.0215344320039,0.313886162144,0.023439118754,0.120907878938,0.0418458021822,0.526282564119,0.00707002131458,0.00940922441136,0.0584598594869,0.0160063759515,0.0533519969172,0.0014894616473,0.00650905098653,0.0637387918164,0.00541213137232,0.0566897274708,0.107524548698,0.0414933721728,0.0100705684687,0.0139843002692,0.0177564819838,0.0111334154766,0.130165235122,0.0369785558591,0.0140576733398,0.0345021256549,0.000515549850544,0.142017577794,0.0215304206819,0.141495272776,0.00816778790001,0.00240970018809,0.463785637635,0.015180844262,0.0716338228703,0.114615986207,0.0314782164853,0.0355487108973,0.008891507398,0.00156899940401,0.105444025472,0.0332781691822,0.116956607438,0.0176234009332,0.00758368479978,0.0367005243618,0.0688152084249,0.0283158305241,0.109165825401,0.175182196744,0.0134117436116,0.0144950293631,0.0356093900262,0.00339734526522,0.0525490810486,0.0295182690935,0.0267153123179,0.0657614354176,0.268950227043,0.0829058093865,0.156932879049,0.678811930447,0.0231468103954,0.00254630735152,0.0263385952835,0.0199465286172,0.0163480610984,0.091064768308,0.00762675106506,0.0459489960134,0.0139976308657,0.0031227998204,0.0446852731218,0.000698615575309,0.0106699684432,0.0103907899533,0.00303210524341,0.0139189549877,0.00437993724975,0.0131232307432,0.00360439845433,0.0038546686419,0.0392931954445,0.00149870602157,0.00352865412963,0.232226378595,0.00486010614732,0.0133348693672,0.139567365822,0.133524874649,0.0023200759131,0.0108627994567,0.0790776299111,0.0420789670068,0.026467734661,0.189593669259,0.0197507276048,0.0246460311675,0.33715952042,0.173606840527,0.166521834016,0.0680826189196,0.010610794827,0.164404934019,0.509942833193,0.090036933199,0.312524283592,0.0479267629073,0.422111839102,0.106718443806,0.0177491722089,0.00218644425382,0.000597350945214,0.00189673256877,0.00118015558161,0.0805186714282,0.0156385323227,0.00202955227844,0.0713646597978,0.0413450876616,0.00946986356695,0.0262106295659,0.211296318292,0.0259781991034,0.00338516348927,0.0441604875316,0.0487187439067,0.0683523264492,0.0232910432679,0.00290087262247,0.0999270375639,0.00694421057845,0.001280451535,0.000878130704237,0.0187002540749,0.0877637791125,0.0381891504532,0.00862112040316,0.162587143629,0.0920925823727,0.0173020711539,0.029409008642,0.00653691316646,0.00606769102932,0.0337717447094,0.00167068502791,0.0161712208127,0.079212166426,0.0214972732212,0.00759061642962,0.00645025045714,0.00803444428521,0.048541295226,0.00483924168507,0.00755371220392,0.146637767378,0.00706294982758,0.0706815508794,0.186402563019,0.0272742369603,0.000393565783904,0.158585733466,0.00825979989106,0.126330013622,0.0373814120541,0.00541155964227,0.0417847812975,0.0154528975214,0.000777421837915,0.025105036876,0.0327300091938,0.0103763843128,0.0338766682782,0.00949398619193,0.0160907882906,0.00791557050922,0.0116839340055,0.0278908183878,0.00159678242005,0.178070018555,0.0716785328618,0.00730595416355,0.189583105285,0.370306851538,0.0627426828459,0.0212088058815,0.0549913220768,0.00157202060255,0.0477716515075,0.00545334770603,0.00764616691636,0.0254042131069,0.0159914334341,0.115681429314,0.00954495711484,0.0500030967048,0.00330446083852,0.0377347204418,0.123012659706,0.00117910263919,0.0281818211492,0.00491939600077,0.180224628286,0.40315087558,0.0012478780417,0.0912102433334,0.0437516969162,0.00968708364556,0.0208760043229,0.00343554381905,0.135821866697,0.0508282626055,0.309074305382,0.0716382765344,0.0823202952348,0.130472072466,0.0229418253831,0.124176204698,0.118699418481,0.0693441928582,0.0444789694606
acoustic,0.0655441072701,0.0689421174856,0.00412743164403,0.043666052293,1.0,0.0364361199095,0.0132029595084,0.0248872811806,0.0188188339282,0.44588709968,0.0445066249059,0.0743644461727,0.383668219215,0.0336402482124,0.26245517623,0.316061238267,0.00279818022966,0.00185252649058,0.104939642769,0.00947891213012,0.0371362534175,0.00483861871354,0.0456739878711,0.245895538997,0.00786597651124,0.00315899960328,0.0104409005286,0.15485960387,0.119343995742,0.0111154681214,0.0210497730848,0.00288350537177,0.00807599046816,0.388900646508,0.0290989936144,0.0482275770313,0.103588609963,0.299146141126,0.0389431448711,0.333426064763,0.00411064386943,0.0243085187529,0.00658941746635,0.00959679933205,0.0450902792303,0.0163003501961,0.0305555143742,0.216034492275,0.202486516957,0.577915413711,0.0021158386345,0.0320032370013,0.00789453677732,0.0097805767627,0.0608136532488,0.00204421179736,0.0044598624133,0.132176823794,0.015181957502,0.00937730278651,0.0150784911428,0.101827472823,0.0200765845092,0.00586242544381,0.0126871933544,0.00260640695979,0.00308578814456,0.00402330022445,0.0102286342997,0.200152116098,0.114545619385,0.0363431423216,0.00230087029907,0.0948390120205,0.220361003655,0.00822973832576,0.00710875906985,0.0804164070123,0.162437394493,0.0191525359465,0.0277417813171,0.538476000681,0.0285227187977,0.872081271879,0.023215761639,0.0170215317678,0.00833583285336,0.0380707395565,0.0534767473698,0.0658792485946,0.0790711587844,0.00281564378907,0.000689041581193,0.00272251279899,0.118749860579,0.128063543178,0.0201941806749,0.000597851239146,0.102380997603,0.070444992464,0.0219366049808,0.00508979648877,0.0012548073127,0.105169306523,0.0221758087306,0.000528222720797,0.00550029686318,0.000562406183977,0.10026601272,0.000510122781848,0.00989224759762,0.0047082866755,0.000407702401542,0.0228625431834,0.0292422299218,0.0739796387605,0.00364960880872,0.0105093073568,0.0324049880369,0.00388802170328,0.0183550990232,0.619994172626,0.49073435952,0.0170370237133,0.0226140303888,0.00273042225067,0.0020924889597,0.0521813947704,0.10342794559,0.0140498667149,0.00355251503437,0.0272108265045,0.165778649346,0.0663863871523,0.0379816111188,0.106838986947,0.43706136649,0.341104286415,0.235218249536,0.0468842455583,0.0145045357071,0.00282603966065,0.00701991260291,0.00349900399072,0.0178122170727,0.0900473495259,0.00398139729743,0.0922521100885,0.0965029093493,0.0226339483975,0.0184847372694,0.03571837165,0.0671567613233,0.00851036572952,0.461512567997,0.0860918599111,0.0989456306187,0.0299493689114,0.0359479548545,0.223032087704,0.018398988244,0.00939457840088,0.00148889176511,0.0591290399432,0.219895671061,0.119198319282,0.0792507511094,0.0261234639453,0.581288968847,0.00807073011907,0.159661057836,0.0259829394374,0.010471300489,0.125337151204,0.01211379821,0.253380189814,0.222894271628,0.00160171998086,0.03447992507,0.000824756446765,0.000861678053711,0.227747668657,0.0223606665061,0.0487952137582,0.0217710080237,0.0262232970197,0.0212858253467,0.0987970772362,0.242692805362,0.0039183612774,0.113197416785,0.00201234079914,0.0175364780019,0.296954466072,0.0410672448087,0.0133957565252,0.028663927004,0.0015637515267,0.00583471404104,0.0163838932041,0.00305649080108,0.0209452277763,0.0333445609697,0.0226820348572,0.00135506263753,0.0978563140873,0.0324438406981,0.0103813432344,0.0629741223498,0.596983089673,0.00263002644438,0.0551414663307,0.109091213566,0.0787313876707,0.196096351142,0.146796758822,0.00800749943916,0.137507680318,0.0308603618325,0.0240319600245,0.0366609299942,0.0745384021029,0.0643963418296,0.0140415187022,0.00230337649952,0.000415301518645,0.00332008791927,0.149676392615,0.00570736723542,0.00362842228045,0.000779853459631,0.0508772432769,0.118087532464,0.00567012652088,0.272819979796,0.217999584159,0.0166397571632,0.108557858528,0.00920372911376,0.0384513162568,0.569100670848,0.117492116669,0.00799384620311,0.0632869426489,0.135719093103,0.0822360421948,0.57343606135,0.0421309583409,0.590934735451,0.096834161088
african,0.00482039974782,0.0179622512139,0.00332330554976,0.0676405527688,0.0364361199095,1.0,0.28637833436,0.220327568442,0.3890764651,0.0134221341344,0.00945920170165,0.0052362188453,0.0302986955257,0.0251274304618,0.0354319611482,0.0419004621869,0.00141923995352,0.00173071237387,0.0161101084448,0.0116863136173,0.0194741649959,0.000233247281725,0.0155763569111,0.0251641286526,0.119290257507,0.00294860330168,0.0143313746156,0.133679500204,0.133237375103,0.0182267873228,0.0157656345539,0.00112074335435,0.004524475968,0.0112656675867,0.0308706967516,0.0287073498065,0.0374875649134,0.0567230352562,0.0181872942157,0.0265816014239,0.00200149934321,0.00541656984651,0.00521885113036,0.00598860597742,0.0326812269884,0.0157899373398,0.0274071716785,0.0194080954617,0.0347514093649,0.0135851159661,0.00206925167151,0.013740745481,0.0204017527176,0.00131652925742,0.00429610401778,9.8190959948e-05,0.0087844862859,0.0399848678719,0.0261410996396,0.0110263486626,0.000458607392176,0.0296314197909,0.00183929493867,0.00435237295574,0.0125198708528,0.00242830624837,0.00159940222598,0.000759435109336,0.0243696108241,0.0698487897209,0.0246853656419,0.00971541134415,0.00135788452537,0.0018981846918,0.00908402976156,0.00760699767778,0.00589011568774,0.0318777627138,0.024054750734,0.0518984819548,0.105282436195,0.0875321574005,0.00154795219553,0.0395537474259,0.0200496300025,0.023602191481,0.0072466380476,0.0629586626898,0.0123498854314,0.065582384217,0.0603731897378,0.00251610811204,0.000299949522918,0.00293120038127,0.0085744367144,0.00583262958134,0.00488788249873,0.000441721051177,0.0413135567592,0.00331512910047,0.00085883078613,0.0042525033743,0.000116956770084,0.00220748340285,0.021929565805,0.000402534527269,0.0126210711746,0.000442480717184,0.00503767086756,0.000372925738425,0.000764393080364,0.00385261004508,0.000225506343897,0.0011077728027,0.0157725053416,0.00912225976903,0.00225045605131,0.011828360667,0.00756766064655,0.00262953338945,0.0222299926034,0.0237519763898,0.0120898759591,0.00221262992709,0.0139253590547,0.00664782777809,0.00282446641108,0.0715236512066,0.0500420513998,0.0126963760492,0.00600345842667,0.0200974439041,0.0310019284011,0.0893149575294,0.16237369803,0.024915698238,0.0140600842559,0.0649293248138,0.191894875808,0.00281642642396,0.0110871948966,0.000132534600314,0.000533901976789,0.000208349485709,0.00907197768231,0.00698146331476,0.00279980538735,0.016354208046,0.0268325207146,0.0100618811288,0.00652502284857,0.0260253230377,0.014611376455,0.00365929520694,0.0237272049173,0.0209400603259,0.015375416666,0.00289787197134,0.00708151735384,0.0811764312834,0.00104477186512,0.00138351179676,0.0017780518263,0.0648026606534,0.0496840839051,0.0245462653087,0.00382216846178,0.0172245168988,0.0378815080754,0.0130894994721,0.00462767848174,0.0010094839528,0.00620676921785,0.00951213486589,0.000749470626882,0.00513260894225,0.0230056084439,0.00143910077947,0.00209156063673,0.000417456029259,0.000498908528001,0.0171102731515,0.00562973544581,0.00374269295049,0.0279151386025,0.0160651724265,0.0376837441898,0.0929719389042,0.036559638915,0.00183280502795,0.0571568990141,0.000478265745063,0.0134472250726,0.0271534659806,0.00906204888499,0.0252670706604,0.0403551228834,0.00106598139484,0.0266985221713,0.396565195202,0.0815699599008,0.130821171401,0.00949525823278,0.00600759546946,0.000969445328615,0.00172198557621,0.0204123264186,0.000258256478943,0.0491955748174,0.0352187980517,0.0828538627465,0.0517327886242,0.088996349564,0.022224243723,0.00971159402939,0.00935992386985,0.000487341766057,0.0187480739978,0.00120464125457,0.00401368833927,0.0213939572654,0.00532307565873,0.0176391126446,0.0165381128289,0.00354407296704,0.000206863664266,0.00238738850427,0.0554632542076,0.000338221788258,0.00349860463252,0.000346234394453,0.0789194028781,0.0215448840386,0.000315058214714,0.0661945844481,0.0422682097483,0.0130352938197,0.0314337218679,0.00533600784498,0.0121761856284,0.106516743499,0.0779682466288,0.00625958703508,0.0511610928446,0.313832422945,0.0166893296636,0.062969649706,0.0707362027856,0.0257816362976,0.0268233317021
